ID,New_Book_Author,New_Book_Title,Series_Name,Book_Co_Author,Illustrators,Challenge_Type,Challenge_Init,Initial_Response,Challenge_Notes,Decision,Restrictions,Restriction_Details,Library_Type,Month,Year,State,Overseeing_Agency,City,County,Sch_Name,Lib_name,Police,Book_Status,Data_Entry_Date,Links1,Links2,Links3,Links4,Last_Updated,Genre
14569,"Arnold, Elana K.",Infandous,,,,Formal,Affiliation Unknown,Off Shelves,Possible SENSITIVE MATERIALS CHALLENGE - unclear.,Banned/Removed,,,School,4,2022,UT,Granite School District,,,,,,,02/20/2024,https://docs.google.com/spreadsheets/d/e/2PACX-1vS6aiUybYmYhuJXiCCbRsm1G28Io8btn7dP1XQPAjXokBiyCcR_QwDV4ikdkc0-Iqk7Z_I5nuq0s20Q/pubhtml,,,,,"Adolescence, fiction,Children's fiction,Dating (social customs), fiction,Fairy tales,Fantasy fiction,Fiction,Los angeles (calif.), fiction,Mothers and daughters,Mothers and daughters, fiction,Sculptors,Sculptors, fiction,Secrets,Sex,Sex, fiction,Single-parent families,Single-parent families, fiction"
14570,"Hoover, Colleen",It Starts With Us,,,,Formal,Affiliation Unknown,Off Shelves,Possible SENSITIVE MATERIALS CHALLENGE - unclear.,Still in Process,,,School,3,2023,UT,Granite School District,,,,,,,02/20/2024,https://docs.google.com/spreadsheets/d/e/2PACX-1vS6aiUybYmYhuJXiCCbRsm1G28Io8btn7dP1XQPAjXokBiyCcR_QwDV4ikdkc0-Iqk7Z_I5nuq0s20Q/pubhtml,,,,,"Contemporary,Fiction,Friendship,Romance,Young Adult Fiction,collectionid:nyt2020s"
14571,"Harris, Robie H.","It's Perfectly Normal: Changing Bodies, Growing Up, Sex, and Sexual Health",,,,Formal,Affiliation Unknown,Off Shelves,,Retained,,,School,10,2022,UT,Granite School District,,,,,,,02/20/2024,https://docs.google.com/spreadsheets/d/e/2PACX-1vS6aiUybYmYhuJXiCCbRsm1G28Io8btn7dP1XQPAjXokBiyCcR_QwDV4ikdkc0-Iqk7Z_I5nuq0s20Q/pubhtml,,,,,Unknown
14572,"Rosen, L. C.",Jack of Hearts (and other parts),,,,Formal,Affiliation Unknown,Off Shelves,Possible SENSITIVE MATERIALS CHALLENGE - unclear.,Banned/Removed,,,School,4,2022,UT,Granite School District,,,,,,,02/20/2024,https://docs.google.com/spreadsheets/d/e/2PACX-1vS6aiUybYmYhuJXiCCbRsm1G28Io8btn7dP1XQPAjXokBiyCcR_QwDV4ikdkc0-Iqk7Z_I5nuq0s20Q/pubhtml,,,,,"Bullying, fiction,Children's fiction,Fiction,Homosexuality, fiction,LGBTQ young adult,LGBTQ+,Schools, fiction,Sex, fiction,Young Adult,collectionID:KellerChallenge,collectionID:TexChallenge2021,collectionID:bannedbooks"
14573,"Scheeres, Julia",Jesus Land: A Memoir,,,,Formal,Affiliation Unknown,Off Shelves,Possible SENSITIVE MATERIALS CHALLENGE - unclear.,Banned/Removed,,,School,10,2022,UT,Granite School District,,,,,,,02/20/2024,https://docs.google.com/spreadsheets/d/e/2PACX-1vS6aiUybYmYhuJXiCCbRsm1G28Io8btn7dP1XQPAjXokBiyCcR_QwDV4ikdkc0-Iqk7Z_I5nuq0s20Q/pubhtml,,,,,Unknown
14574,"Maas, Sarah J.",Kingdom of Ash,,,,Formal,Affiliation Unknown,Off Shelves,Possible SENSITIVE MATERIALS CHALLENGE - unclear.,Still in Process,,,School,10,2022,UT,Granite School District,,,,,,,02/20/2024,https://docs.google.com/spreadsheets/d/e/2PACX-1vS6aiUybYmYhuJXiCCbRsm1G28Io8btn7dP1XQPAjXokBiyCcR_QwDV4ikdkc0-Iqk7Z_I5nuq0s20Q/pubhtml,,,,,"Assassins,Female assassins in fiction,Fiction,Fiction, fantasy, epic,Imaginary places,Imaginary wars and battles,Magic,Queens,Young adult fiction, fantasy, dark fantasy,[series:Throne_of_Glass]"
14575,"Myracle, Lauren","l8r, g8r",,,,Formal,Affiliation Unknown,Off Shelves,Possible SENSITIVE MATERIALS CHALLENGE - unclear.,Banned/Removed,,,School,4,2022,UT,Granite School District,,,,,,,02/20/2024,https://docs.google.com/spreadsheets/d/e/2PACX-1vS6aiUybYmYhuJXiCCbRsm1G28Io8btn7dP1XQPAjXokBiyCcR_QwDV4ikdkc0-Iqk7Z_I5nuq0s20Q/pubhtml,,,,,"Best friends,Bildungsromans,Children,Children's fiction,Commencement ceremonies,Conduct of life,Fiction,Friendship,Friendship in fiction,Friendship, fiction,Girls & Women,High school seniors,High schools,High schools in fiction,Instant messaging,Instant messaging in fiction,Interpersonal relations,Interpersonal relations in fiction,Interpersonal relations, fiction,JUVENILE FICTION / Girls & Women,JUVENILE FICTION / Love & Romance,JUVENILE FICTION / Social Issues / Friendship,Juvenile fiction,Love & Romance,Proms,School stories,Schools,Schools in fiction,Schools, fiction,Social Issues,Teenage girls,collectionID:ConroeChallenge,collectionID:EanesChallenge,collectionID:KellerChallenge,collectionID:TexChallenge2021,collectionID:bannedbooks"
14576,"Lo, Malinda",Last Night at the Telegraph Club,,,,Formal,Affiliation Unknown,Off Shelves,Possible SENSITIVE MATERIALS CHALLENGE - unclear.,Still in Process,,,School,10,2022,UT,Granite School District,,,,,,,02/20/2024,https://docs.google.com/spreadsheets/d/e/2PACX-1vS6aiUybYmYhuJXiCCbRsm1G28Io8btn7dP1XQPAjXokBiyCcR_QwDV4ikdkc0-Iqk7Z_I5nuq0s20Q/pubhtml,,,,,"New York Times bestseller,collectionID:EanesChallenge,collectionID:KellerChallenge,collectionID:TexChallenge2021,nyt:young-adult-paperback-monthly=2022-02-06"
14577,"Tamaki, Mariko",Laura Dean Keeps Breaking Up with Me,,,,Formal,Affiliation Unknown,Off Shelves,Possible SENSITIVE MATERIALS CHALLENGE - unclear.,Still in Process,,,School,4,2022,UT,Granite School District,,,,,,,02/20/2024,https://docs.google.com/spreadsheets/d/e/2PACX-1vS6aiUybYmYhuJXiCCbRsm1G28Io8btn7dP1XQPAjXokBiyCcR_QwDV4ikdkc0-Iqk7Z_I5nuq0s20Q/pubhtml,,,,,"Cartoons and comics,Children's fiction,Comic books, strips,Fiction,Friendship in adolescence,Interpersonal relations,Interpersonal relationships,Juvenile fiction,LGBTQ graphic novels,Lesbians,Love,Love in adolescence,Teenage girls"
14578,"Evison, Jonathan",Lawn Boy,,,,Formal,Affiliation Unknown,Off Shelves,Possible SENSITIVE MATERIALS CHALLENGE - unclear.,Still in Process,,,School,12,2022,UT,Granite School District,,,,,,,02/20/2024,https://docs.google.com/spreadsheets/d/e/2PACX-1vS6aiUybYmYhuJXiCCbRsm1G28Io8btn7dP1XQPAjXokBiyCcR_QwDV4ikdkc0-Iqk7Z_I5nuq0s20Q/pubhtml,,,,,"American Dream,Bildungsromans,FICTION / Coming of Age,FICTION / Family Life / General,FICTION / Humorous / General,Fiction,Fiction, coming of age,Mexican Americans,Mexican americans, fiction,Social aspects,Social conditions,Working class,collectionID:AlpineChallenge,collectionID:ConroeChallenge,collectionID:TexChallenge2021"
14579,"Frank, E. R.",Life is Funny,,,,Formal,Affiliation Unknown,Off Shelves,Possible SENSITIVE MATERIALS CHALLENGE - unclear.,Still in Process,,,School,3,2023,UT,Granite School District,,,,,,,02/20/2024,https://docs.google.com/spreadsheets/d/e/2PACX-1vS6aiUybYmYhuJXiCCbRsm1G28Io8btn7dP1XQPAjXokBiyCcR_QwDV4ikdkc0-Iqk7Z_I5nuq0s20Q/pubhtml,,,,,"Children's fiction,Family life, fiction,Family problems,Family, fiction,Fiction,Interpersonal relations,Interpersonal relations, fiction"
14580,"Nazemian, Abdi",Like a Love Story,,,,Formal,Affiliation Unknown,Off Shelves,Possible SENSITIVE MATERIALS CHALLENGE - unclear.,Still in Process,,,School,3,2023,UT,Granite School District,,,,,,,02/20/2024,https://docs.google.com/spreadsheets/d/e/2PACX-1vS6aiUybYmYhuJXiCCbRsm1G28Io8btn7dP1XQPAjXokBiyCcR_QwDV4ikdkc0-Iqk7Z_I5nuq0s20Q/pubhtml,,,,,"AIDS,AIDS crisis,Children's fiction,Friendship, fiction,LGBTQ HIV/AIDS,LGBTQ young adult,New york (n.y.), fiction,Stonewall Book Awards,gay teenagers"
14581,"Scott, Elizabeth",Living Dead Girl,,,,Formal,Affiliation Unknown,Off Shelves,Possible SENSITIVE MATERIALS CHALLENGE - unclear.,Still in Process,,,School,10,2022,UT,Granite School District,,,,,,,02/20/2024,https://docs.google.com/spreadsheets/d/e/2PACX-1vS6aiUybYmYhuJXiCCbRsm1G28Io8btn7dP1XQPAjXokBiyCcR_QwDV4ikdkc0-Iqk7Z_I5nuq0s20Q/pubhtml,,,,,"Abduction,Abduction Young adult fiction,Children's fiction,Emotions, fiction,Fiction,Juvenile fiction,Kidnapping,Kidnapping, fiction,Prisoners,Psychological abuse,Sex crimes,Sexual abuse,Sexual abuse victims,Violence, fiction"
14582,"Sebold, Alice",Lucky,,,,Formal,Affiliation Unknown,Off Shelves,Possible SENSITIVE MATERIALS CHALLENGE - unclear.,Still in Process,,,School,4,2022,UT,Granite School District,,,,,,,02/20/2024,https://docs.google.com/spreadsheets/d/e/2PACX-1vS6aiUybYmYhuJXiCCbRsm1G28Io8btn7dP1XQPAjXokBiyCcR_QwDV4ikdkc0-Iqk7Z_I5nuq0s20Q/pubhtml,,,,,"Biography,Cas, Études de,Case studies,Procès (Viol),Psychological aspects,Rape,Rape trauma syndrome,Rape victims,Trials (Rape),Trials, united states,Victimes de viol"
14583,"McCarthy, Cory",Man o' War,,,,Formal,Affiliation Unknown,Off Shelves,Possible SENSITIVE MATERIALS CHALLENGE - unclear.,Still in Process,,,School,3,2023,UT,Granite School District,,,,,,,02/20/2024,https://docs.google.com/spreadsheets/d/e/2PACX-1vS6aiUybYmYhuJXiCCbRsm1G28Io8btn7dP1XQPAjXokBiyCcR_QwDV4ikdkc0-Iqk7Z_I5nuq0s20Q/pubhtml,,,,,Unknown
14584,"Hoover, Colleen",Maybe Not,,,,Formal,Affiliation Unknown,Off Shelves,Possible SENSITIVE MATERIALS CHALLENGE - unclear.,Banned/Removed,,,School,10,2022,UT,Granite School District,,,,,,,02/20/2024,https://docs.google.com/spreadsheets/d/e/2PACX-1vS6aiUybYmYhuJXiCCbRsm1G28Io8btn7dP1XQPAjXokBiyCcR_QwDV4ikdkc0-Iqk7Z_I5nuq0s20Q/pubhtml,,,,,"College students,Fiction,Fiction, general,Fiction, romance, general,Friendship, fiction,Man-woman relationships,Man-woman relationships, fiction,Roommates"
14585,"Hoover, Colleen",Maybe Now,,,,Formal,Affiliation Unknown,Off Shelves,Possible SENSITIVE MATERIALS CHALLENGE - unclear.,Still in Process,,,School,10,2022,UT,Granite School District,,,,,,,02/20/2024,https://docs.google.com/spreadsheets/d/e/2PACX-1vS6aiUybYmYhuJXiCCbRsm1G28Io8btn7dP1XQPAjXokBiyCcR_QwDV4ikdkc0-Iqk7Z_I5nuq0s20Q/pubhtml,,,,,"New York Times bestseller,nyt:combined-print-and-e-book-fiction=2022-10-09"
14586,"Hoover, Colleen",Maybe Someday,,,,Formal,Affiliation Unknown,Off Shelves,Possible SENSITIVE MATERIALS CHALLENGE - unclear.,Still in Process,,,School,3,2023,UT,Granite School District,,,,,,,02/20/2024,https://docs.google.com/spreadsheets/d/e/2PACX-1vS6aiUybYmYhuJXiCCbRsm1G28Io8btn7dP1XQPAjXokBiyCcR_QwDV4ikdkc0-Iqk7Z_I5nuq0s20Q/pubhtml,,,,,"Amitié,Betrayal,College students,Fiction,Fiction, romance, contemporary,Friendship,Guitarists,Infidélité,Man-woman relationships,Musiciens,New York Times bestseller,Romans, nouvelles,nyt:combined-print-and-e-book-fiction=2014-04-06,Étudiantes"
14587,"Andrews, Jesse",Me and Earl and the Dying Girl,,,,Formal,Affiliation Unknown,Off Shelves,Possible SENSITIVE MATERIALS CHALLENGE - unclear.,Banned/Removed,,,School,4,2022,UT,Granite School District,,,,,,,02/20/2024,https://docs.google.com/spreadsheets/d/e/2PACX-1vS6aiUybYmYhuJXiCCbRsm1G28Io8btn7dP1XQPAjXokBiyCcR_QwDV4ikdkc0-Iqk7Z_I5nuq0s20Q/pubhtml,,,,,"Children's fiction,Death,Families,Family life,Family life, fiction,Fiction,Friendship,Friendship, fiction,General,High school students,High schools,Humorous stories,Independent filmmakers,Jewish teenagers,Jews,Jews, united states, fiction,Juvenile fiction,Leukemia,Leukemia, fiction,New York Times bestseller,Pennsylvania, fiction,Reading Level-Grade 10,Reading Level-Grade 11,Reading Level-Grade 12,Reading Level-Grade 8,Reading Level-Grade 9,Schools,Schools, fiction,Teenagers,Terminally ill,collectionID:ConroeChallenge,collectionID:EanesChallenge,collectionID:KellerChallenge,collectionID:TexChallenge2021,collectionID:bannedbooks,nyt:young-adult=2015-05-24"
14588,"Gino, Alex",Melissa,,,,Formal,Affiliation Unknown,Off Shelves,,Retained,,,School,4,2022,UT,Granite School District,,,,,,,02/20/2024,https://docs.google.com/spreadsheets/d/e/2PACX-1vS6aiUybYmYhuJXiCCbRsm1G28Io8btn7dP1XQPAjXokBiyCcR_QwDV4ikdkc0-Iqk7Z_I5nuq0s20Q/pubhtml,,,,,Unknown
14589,"Kaur, Rupi",Milk and Honey,,,,Formal,Affiliation Unknown,Off Shelves,Possible SENSITIVE MATERIALS CHALLENGE - unclear.,Still in Process,,,School,10,2022,UT,Granite School District,,,,,,,02/20/2024,https://docs.google.com/spreadsheets/d/e/2PACX-1vS6aiUybYmYhuJXiCCbRsm1G28Io8btn7dP1XQPAjXokBiyCcR_QwDV4ikdkc0-Iqk7Z_I5nuq0s20Q/pubhtml,,,,,"American poetry,Amerikanisches Englisch,BODY, MIND & SPIRIT,Canadian poetry,FICTION,FICTION / Romance,General,Kvinnor,Literature,Lyrik,New York Times bestseller,Poetry,Poetry (poetic works by one author),Romance,Survival,Survival skills,Women,banned books,collectionID:AlpineChallenge,collectionID:KellerChallenge,collectionID:TexChallenge2021,collectionID:bannedbooks,nyt:trade-fiction-paperback=2016-05-01"
14590,"Jackson, Tiffany D.",Monday's Not Coming,,,,Formal,Affiliation Unknown,Off Shelves,Possible SENSITIVE MATERIALS CHALLENGE - unclear.,Still in Process,,,School,4,2022,UT,Granite School District,,,,,,,02/20/2024,https://docs.google.com/spreadsheets/d/e/2PACX-1vS6aiUybYmYhuJXiCCbRsm1G28Io8btn7dP1XQPAjXokBiyCcR_QwDV4ikdkc0-Iqk7Z_I5nuq0s20Q/pubhtml,,,,,"African americans, fiction,Children's fiction,Fiction,Friendship,Friendship, fiction,High school students,Missing persons,Missing persons, fiction,Mystery and detective stories,Students, fiction,collectionID:EanesChallenge,collectionID:TexChallenge2021"
14591,"Hoover, Colleen",Never Never,,,,Formal,Affiliation Unknown,Off Shelves,Possible SENSITIVE MATERIALS CHALLENGE - unclear.,Still in Process,,,School,3,2023,UT,Granite School District,,,,,,,02/20/2024,https://docs.google.com/spreadsheets/d/e/2PACX-1vS6aiUybYmYhuJXiCCbRsm1G28Io8btn7dP1XQPAjXokBiyCcR_QwDV4ikdkc0-Iqk7Z_I5nuq0s20Q/pubhtml,,,,,"Fiction, romance, contemporary,Fiction, romance, new adult,Fiction, romance, suspense,Fiction, women,New York Times bestseller,nyt:combined-print-and-e-book-fiction=2023-03-19"
14592,"Rooney, Sally",Normal People,,,,Formal,Affiliation Unknown,Off Shelves,Possible SENSITIVE MATERIALS CHALLENGE - unclear.,Still in Process,,,School,10,2022,UT,Granite School District,,,,,,,02/20/2024,https://docs.google.com/spreadsheets/d/e/2PACX-1vS6aiUybYmYhuJXiCCbRsm1G28Io8btn7dP1XQPAjXokBiyCcR_QwDV4ikdkc0-Iqk7Z_I5nuq0s20Q/pubhtml,,,,,"College students,Dublin (ireland),Dublin (ireland), fiction,English literature,FICTION / Coming of Age,FICTION / Literary,FICTION / Psychological,Fiction, romance, contemporary,First loves,Man-woman relationships,Man-woman relationships, fiction,New Fiction,New York Times bestseller,New York Times reviewed,Social classes,contemporary,fiction,literary fiction,nyt:combined-print-and-e-book-fiction=2019-05-05,romance,sex"
14593,"McQuiston, Casey",One Last Stop,,,,Formal,Affiliation Unknown,Off Shelves,Possible SENSITIVE MATERIALS CHALLENGE - unclear.,Still in Process,,,School,11,2023,UT,Granite School District,,,,,,,02/20/2024,https://docs.google.com/spreadsheets/d/e/2PACX-1vS6aiUybYmYhuJXiCCbRsm1G28Io8btn7dP1XQPAjXokBiyCcR_QwDV4ikdkc0-Iqk7Z_I5nuq0s20Q/pubhtml,,,,,"Fiction, lesbian,Fiction, romance, contemporary,Fiction, romance, lgbtq+, lesbian,Fiction, romance, romantic comedy,Lesbians, fiction,New York Times bestseller,New york (n.y.), fiction,nyt:combined-print-and-e-book-fiction=2021-06-20"
14594,"Pérez, Ashley Hope",Out of Darkness,,,,Formal,Affiliation Unknown,Off Shelves,Possible SENSITIVE MATERIALS CHALLENGE - unclear.,Still in Process,,,School,3,2023,UT,Granite School District,,,,,,,02/20/2024,https://docs.google.com/spreadsheets/d/e/2PACX-1vS6aiUybYmYhuJXiCCbRsm1G28Io8btn7dP1XQPAjXokBiyCcR_QwDV4ikdkc0-Iqk7Z_I5nuq0s20Q/pubhtml,,,,,"African Americans,African americans, fiction,Children's fiction,Explosions,Fiction,History,Juvenile fiction,Mexican Americans,Mexican americans, fiction,Race relations,Schools,Schools, fiction,Texas, fiction,collectionID:AlpineChallenge,collectionID:EanesChallenge,collectionID:KellerChallenge,collectionID:TexChallenge2021,collectionID:bannedbooks"
14595,"Hopkins, Ellen",People Kill People,,,,Formal,Affiliation Unknown,Off Shelves,Possible SENSITIVE MATERIALS CHALLENGE - unclear.,Still in Process,,,School,10,2022,UT,Granite School District,,,,,,,02/20/2024,https://docs.google.com/spreadsheets/d/e/2PACX-1vS6aiUybYmYhuJXiCCbRsm1G28Io8btn7dP1XQPAjXokBiyCcR_QwDV4ikdkc0-Iqk7Z_I5nuq0s20Q/pubhtml,,,,,"Children's fiction,Fiction,Firearms,Interpersonal relations,Interpersonal relations, fiction,New York Times bestseller,Prejudices,Prejudices, fiction,Violence,Violence, fiction,collectionID:AlpineChallenge,collectionID:EanesChallenge,nyt:young-adult-hardcover=2018-09-23"
14596,"Hopkins, Ellen",Perfect,Impulse,,,Formal,Affiliation Unknown,Off Shelves,Possible SENSITIVE MATERIALS CHALLENGE - unclear.,Still in Process,,,School,10,2022,UT,Granite School District,,,,,,,02/20/2024,https://docs.google.com/spreadsheets/d/e/2PACX-1vS6aiUybYmYhuJXiCCbRsm1G28Io8btn7dP1XQPAjXokBiyCcR_QwDV4ikdkc0-Iqk7Z_I5nuq0s20Q/pubhtml,,,,,"Children's fiction,Families,Family life,Family life, fiction,Fiction,Interpersonal relations,Interpersonal relations, fiction,Juvenile fiction,Nevada, fiction,New York Times bestseller,Novels in verse,Perfectionism (Personality trait),Reading Level-Grade 10,Reading Level-Grade 11,Reading Level-Grade 12,Reading Level-Grade 7,Reading Level-Grade 8,Reading Level-Grade 9,Self-esteem,Self-esteem, fiction,nyt:chapter_books=2011-09-10"
14597,Sapphire,Push,,,,Formal,Affiliation Unknown,Off Shelves,Possible SENSITIVE MATERIALS CHALLENGE - unclear.,Still in Process,,,School,4,2022,UT,Granite School District,,,,,,,02/20/2024,https://docs.google.com/spreadsheets/d/e/2PACX-1vS6aiUybYmYhuJXiCCbRsm1G28Io8btn7dP1XQPAjXokBiyCcR_QwDV4ikdkc0-Iqk7Z_I5nuq0s20Q/pubhtml,,,,,"813/.54,African American girls,African Americans,African american girls,African american girls--fiction,African americans,African americans, fiction,African americans--fiction,Bildungsromans,Child abuse,Child abuse--fiction,Domestic fiction,Fiction,Fiction, african american & black, urban & street lit,Fiction, african american, urban,Fiction, coming of age,Fiction, family life,Fiction, family life, general,Incest,Incest--fiction,Literacy,Literacy--fiction,New York Times bestseller,New york (n.y.), fiction,Pregnant schoolgirls,Ps3569.a63 p87 2009,Teenage mothers,Teenage mothers--fiction,collectionID:AlpineChallenge,collectionID:ConroeChallenge,collectionID:EanesChallenge,collectionID:bannedbooks,nyt:trade-fiction-paperback=2009-05-31"
14598,"Arnold, Elana K.",Red Hood,,,,Formal,Affiliation Unknown,Off Shelves,Possible SENSITIVE MATERIALS CHALLENGE - unclear.,Banned/Removed,,,School,4,2022,UT,Granite School District,,,,,,,02/20/2024,https://docs.google.com/spreadsheets/d/e/2PACX-1vS6aiUybYmYhuJXiCCbRsm1G28Io8btn7dP1XQPAjXokBiyCcR_QwDV4ikdkc0-Iqk7Z_I5nuq0s20Q/pubhtml,,,,,"collectionID:AlpineChallenge,collectionID:ConroeChallenge,collectionID:EanesChallenge"
14599,"McQuiston, Casey","Red, White, and Royal Blue",,,,Formal,Affiliation Unknown,Off Shelves,Possible SENSITIVE MATERIALS CHALLENGE - unclear.,Banned/Removed,,,School,10,2022,UT,Granite School District,,,,,,,02/20/2024,https://docs.google.com/spreadsheets/d/e/2PACX-1vS6aiUybYmYhuJXiCCbRsm1G28Io8btn7dP1XQPAjXokBiyCcR_QwDV4ikdkc0-Iqk7Z_I5nuq0s20Q/pubhtml,,,,,Unknown
14600,"Hoover, Colleen",Regretting You,,,,Formal,Affiliation Unknown,Off Shelves,Possible SENSITIVE MATERIALS CHALLENGE - unclear.,Still in Process,,,School,3,2023,UT,Granite School District,,,,,,,02/20/2024,https://docs.google.com/spreadsheets/d/e/2PACX-1vS6aiUybYmYhuJXiCCbRsm1G28Io8btn7dP1XQPAjXokBiyCcR_QwDV4ikdkc0-Iqk7Z_I5nuq0s20Q/pubhtml,,,,,"American literature,FICTION / Family Life / General,FICTION / Romance / Contemporary,FICTION / Women,Families,Fiction,Life change events,Mother-daughter relationship,Mothers and daughters,Secrecy"
14601,"Hoover, Colleen",Reminders of Him,,,,Formal,Affiliation Unknown,Off Shelves,Possible SENSITIVE MATERIALS CHALLENGE - unclear.,Banned/Removed,,,School,3,2023,UT,Granite School District,,,,,,,02/20/2024,https://docs.google.com/spreadsheets/d/e/2PACX-1vS6aiUybYmYhuJXiCCbRsm1G28Io8btn7dP1XQPAjXokBiyCcR_QwDV4ikdkc0-Iqk7Z_I5nuq0s20Q/pubhtml,,,,,American literature
14602,"Myracle, Lauren",Shine,,,,Formal,Affiliation Unknown,Off Shelves,,Retained,,,School,10,2023,UT,Granite School District,,,,,,,02/20/2024,https://docs.google.com/spreadsheets/d/e/2PACX-1vS6aiUybYmYhuJXiCCbRsm1G28Io8btn7dP1XQPAjXokBiyCcR_QwDV4ikdkc0-Iqk7Z_I5nuq0s20Q/pubhtml,,,,,"Best friends,Children's fiction,Crime, fiction,Fiction,Fiction, gay,Friendship,Friendship, fiction,Gays,Hate crimes,Juvenile fiction,North carolina, fiction,collectionID:AlpineChallenge,collectionID:EanesChallenge"
14603,"Vonnegut Jr., Kurt",Slaughterhouse-Five,,,,Formal,Affiliation Unknown,Off Shelves,Possible SENSITIVE MATERIALS CHALLENGE - unclear.,Still in Process,,,School,10,2022,UT,Granite School District,,,,,,,02/20/2024,https://docs.google.com/spreadsheets/d/e/2PACX-1vS6aiUybYmYhuJXiCCbRsm1G28Io8btn7dP1XQPAjXokBiyCcR_QwDV4ikdkc0-Iqk7Z_I5nuq0s20Q/pubhtml,,,,,"Accelerated Reader,Accessible book,American fiction (fictional works by one author),American literature,American literature, history and criticism,American science fiction,Animals,Boats and boating,Classic Literature,Destruction and pillage,Domestic animals,Drama,Fiction,Fiction, general,Fiction, war & military,In library,Juvenile fiction,Large type books,Literature,Literatură americană,Open Library staff picks,Protected DAISY,Roman,Roman américain,Romans, nouvelles,Science fiction,Time travel,Vonnegut, kurt, 1922-2007,Voyages dans le temps,World War (1939-1945) fast (OCoLC)fst01180924,World War II,World War, 1939-1945,World war, 1939-1945, fiction,bombing of Dresden,free will and determinism,literary fiction,literature and the war,military fiction,war,war stories"
